Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Total Reps,Total Sets,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,05/10/2018 18:32,FALSE,Bristol Running,6.5,602,00:34:16,160,186,3.8,168,245,05:16,03:41,84,116,1.13,0,0,--,--,0,0,0,--,--,--,34:16:00,00:00,0,00:00,No,00:00.0,7,0
Running,03/10/2018 16:49,FALSE,Bristol Running,5.4,526,00:29:50,160,176,3.5,167,176,05:32,04:44,71,82,1.08,0,0,--,--,0,0,0,--,--,--,29:50:00,00:00,0,00:00,No,00:00.0,6,0
Running,01/10/2018 19:11,FALSE,Bristol Running,5.02,503,00:26:38,169,184,3.7,171,205,05:18,03:19,56,80,1.11,0,0,--,--,0,0,0,--,--,--,26:38:00,00:00,0,00:00,No,00:00.0,6,0
Running,29/09/2018 17:45,FALSE,Bristol Running,7.03,706,00:40:31,156,181,3.7,163,245,05:46,04:09,81,134,1.06,0,0,--,--,0,0,0,--,--,--,40:31:00,00:00,0,00:00,No,00:00.0,8,0
Running,27/09/2018 18:12,FALSE,Bristol Running,10.21,"1,102",01:02:04,158,189,4.8,156,239,06:05,04:01,115,179,1.05,0,0,--,--,0,0,0,--,--,--,01:02:04,00:00,0,00:00,No,00:00.0,11,0
Running,25/09/2018 19:16,FALSE,Bristol Running,1.01,106,06:06.1,155,166,2,165,171,06:04,04:36,--,15,1,0,0,--,--,0,0,0,--,--,--,06:06.1,00:00,0,00:00,No,00:00.0,2,0
Running,25/09/2018 18:37,FALSE,Bristol Running,5.31,502,00:28:49,153,173,3.2,166,176,05:26,04:47,84,87,1.11,0,0,--,--,0,0,0,--,--,--,28:49:00,00:00,0,00:00,No,00:00.0,6,0
Running,23/09/2018 18:41,FALSE,Bristol Running,5.21,503,00:27:57,155,170,3.3,168,184,05:22,04:41,69,80,1.11,0,0,--,--,0,0,0,--,--,--,27:57:00,00:00,0,00:00,No,00:00.0,6,0
Running,21/09/2018 17:47,FALSE,Bristol Running,5.34,511,00:29:13,150,167,3.2,165,172,05:28,04:39,77,88,1.11,0,0,--,--,0,0,0,--,--,--,29:13:00,00:00,0,00:00,No,00:00.0,6,0
Running,19/09/2018 18:43,FALSE,Bristol Running,10.21,739,00:58:38,133,167,2.2,162,239,05:44,03:59,125,184,1.08,0,0,--,--,0,0,0,--,--,--,58:38:00,00:00,0,00:00,No,00:00.0,11,0
Running,17/09/2018 19:24,FALSE,Bristol Running,5.19,492,00:29:26,148,172,3.1,165,234,05:40,04:42,77,87,1.07,0,0,--,--,0,0,0,--,--,--,29:26:00,00:00,0,00:00,No,00:00.0,6,0
Running,15/09/2018 09:27,FALSE,Bristol Running,5.41,520,00:32:37,144,164,3,161,226,06:02,02:31,80,91,1.03,0,0,--,--,0,0,0,--,--,--,32:37:00,00:00,0,00:00,No,00:00.0,6,0
Running,13/09/2018 19:24,FALSE,Bristol Running,5.15,437,00:27:57,143,157,2.8,163,235,05:25,04:12,70,81,1.13,0,0,--,--,0,0,0,--,--,--,27:57:00,00:00,0,00:00,No,00:00.0,6,0
Running,11/09/2018 18:42,FALSE,Bristol Running,5.2,399,00:28:04,137,152,2.5,164,179,05:24,04:39,76,89,1.13,0,0,--,--,0,0,0,--,--,--,28:04:00,00:00,0,00:00,No,00:00.0,6,0
Running,09/09/2018 18:19,FALSE,Bristol Running,10.05,"1,067",00:59:36,162,181,4.5,160,243,05:56,04:39,113,178,1.05,0,0,--,--,0,0,0,--,--,--,59:36:00,00:00,0,00:00,No,00:00.0,11,0
Running,07/09/2018 19:23,FALSE,Bristol Running,10.21,"1,153",00:59:43,167,196,5,161,237,05:51,04:45,109,171,1.06,0,0,--,--,0,0,0,--,--,--,59:43:00,00:00,0,00:00,No,00:00.0,11,0
Running,05/09/2018 18:52,FALSE,Bristol Running,5.19,538,00:28:15,165,196,3.9,165,237,05:26,03:58,74,77,1.11,0,0,--,--,0,0,0,--,--,--,28:15:00,00:00,0,00:00,No,00:00.0,6,0
Running,03/09/2018 19:14,FALSE,Bristol Running,5.12,491,00:28:06,153,167,3.3,163,235,05:29,04:42,73,77,1.12,0,0,--,--,0,0,0,--,--,--,28:06:00,00:00,0,00:00,No,00:00.0,6,0
Running,01/09/2018 18:15,FALSE,Swindon Running,5.07,437,00:27:27,145,160,3,166,176,05:25,04:38,10,7,1.11,0,0,--,--,0,0,0,--,--,--,27:27:00,00:00,0,00:00,No,00:00.0,6,0
Running,30/08/2018 18:56,FALSE,Bristol Running,5.06,466,00:28:46,147,174,3.2,164,208,05:41,03:20,81,84,1.07,0,0,--,--,0,0,0,--,--,--,28:46:00,00:00,0,00:00,No,00:00.0,6,0
Running,28/08/2018 14:03,FALSE,Bristol Running,5.05,509,00:29:06,158,181,3.7,165,172,05:46,05:06,71,73,1.05,0,0,--,--,0,0,0,--,--,--,29:06:00,00:00,0,00:00,No,00:00.0,6,0
Running,26/08/2018 17:35,FALSE,Bristol Running,5.01,453,00:30:41,141,181,3,157,191,06:07,04:39,81,92,1.04,0,0,--,--,0,0,0,--,--,--,30:41:00,00:00,0,00:00,No,00:00.0,6,0
Running,24/08/2018 19:14,FALSE,Bristol Running,5.21,535,00:31:03,155,182,3.8,166,226,05:58,05:29,68,77,1.01,0,0,--,--,0,0,0,--,--,--,31:03:00,00:00,0,00:00,No,00:00.0,6,0
Running,22/08/2018 19:21,FALSE,Bristol Running,5.11,475,00:31:38,142,161,3.1,160,245,06:11,04:35,78,90,1.01,0,0,--,--,0,0,0,--,--,--,31:38:00,00:00,0,00:00,No,00:00.0,6,0
Running,20/08/2018 19:14,FALSE,Bristol Running,5.2,529,00:31:54,156,179,3.8,159,176,06:08,04:53,75,86,1.02,0,0,--,--,0,0,0,--,--,--,31:54:00,00:00,0,00:00,No,00:00.0,6,0
Running,18/08/2018 14:52,FALSE,Bristol Running,5.13,470,00:30:00,151,166,3.5,161,177,05:51,04:54,71,80,1.06,0,0,--,--,0,0,0,--,--,--,30:00:00,00:00,0,00:00,No,00:00.0,6,0
Running,15/08/2018 19:17,FALSE,Bristol Running,5.23,500,00:32:12,153,176,3.6,158,178,06:10,04:57,78,87,1.02,0,0,--,--,0,0,0,--,--,--,32:12:00,00:00,0,00:00,No,00:00.0,6,0
Running,13/08/2018 18:28,FALSE,Bristol Running,5.2,546,00:32:35,160,178,4.1,155,236,06:16,04:35,83,94,1.03,0,0,--,--,0,0,0,--,--,--,32:35:00,00:00,0,00:00,No,00:00.0,6,0
Running,11/08/2018 19:35,FALSE,Bristol Running,5.13,504,00:32:11,149,181,3.8,157,237,06:16,04:55,77,89,1.02,0,0,--,--,0,0,0,--,--,--,32:11:00,00:00,0,00:00,No,00:00.0,6,0
Running,09/08/2018 19:01,FALSE,Bristol Running,5.11,493,00:32:50,146,174,3.5,155,171,06:25,05:01,77,82,1,0,0,--,--,0,0,0,--,--,--,32:50:00,00:00,0,00:00,No,00:00.0,6,0
Running,07/08/2018 18:52,FALSE,Bristol Running,5.11,526,00:32:32,152,178,3.9,156,240,06:22,05:18,75,85,1.01,0,0,--,--,0,0,0,--,--,--,32:32:00,00:00,0,00:00,No,00:00.0,6,0
Running,05/08/2018 10:21,FALSE,Bristol Running,4.01,469,00:26:18,162,188,4.2,153,172,06:34,05:05,38,47,0.99,0,0,--,--,0,0,0,--,--,--,26:18:00,00:00,0,00:00,No,00:00.0,5,0
Running,01/06/2018 20:06,FALSE,Bristol Running,5.17,465,00:31:09,142,167,3.4,158,232,06:01,03:50,76,90,1.05,0,0,--,--,0,0,0,--,--,--,31:09:00,00:00,0,00:00,No,00:00.0,6,0
Running,30/05/2018 21:05,FALSE,Bristol Running,5.16,504,00:31:04,152,174,3.9,157,245,06:01,04:22,83,93,1.05,0,0,--,--,0,0,0,--,--,--,31:04:00,00:00,0,00:00,No,00:00.0,6,0
Running,28/05/2018 18:10,FALSE,Bristol Running,3.39,306,00:19:12,149,180,3.3,158,168,05:40,04:47,29,75,1.12,0,0,--,--,0,0,0,--,--,--,19:12,00:00,0,00:00,No,00:00.0,4,0
Running,26/05/2018 16:08,FALSE,Bristol Running,5.17,643,00:37:01,161,187,4.8,149,218,07:10,04:49,77,91,0.93,0,0,--,--,0,0,0,--,--,--,37:01:00,00:00,0,00:00,No,00:00.0,6,0
Treadmill Running,09/05/2018 19:43,FALSE,Treadmill Running,3.02,313,00:17:59,160,175,3.5,161,186,05:57,03:50,--,--,1.04,0,0,--,--,0,0,0,--,--,--,17:59,00:00,0,00:00,No,00:00.0,4,0
Treadmill Running,07/05/2018 19:48,FALSE,Treadmill Running,4.54,451,00:26:44,155,177,3.8,166,177,05:53,04:48,--,--,1.03,0,0,--,--,0,0,0,--,--,--,26:44:00,00:00,0,00:00,No,00:00.0,5,0
Running,29/04/2018 18:11,FALSE,Bristol Running,1.01,80,05:00.8,147,155,2,163,170,04:58,04:11,--,4,1.23,0,0,--,--,0,0,0,--,--,--,05:00.8,00:00,0,00:00,No,00:00.0,2,0
Running,23/04/2018 18:26,FALSE,Bristol Running,5.21,494,00:30:46,150,169,3.6,161,231,05:54,04:44,125,134,1.05,0,0,--,--,0,0,0,--,--,--,30:46:00,00:00,0,00:00,No,00:00.0,6,0
Running,18/04/2018 18:26,FALSE,Bristol Running,0.36,32,02:12.4,142,156,1.3,159,169,06:12,05:39,5,--,1.01,0,0,--,--,0,0,0,--,--,--,02:12.4,00:00,0,00:00,No,00:00.0,1,0
Running,18/04/2018 18:16,FALSE,Bristol Running,1.28,117,07:35.1,144,162,2.1,163,169,05:56,05:09,--,9,1.04,0,0,--,--,0,0,0,--,--,--,07:35.1,00:00,0,00:00,No,00:00.0,2,0
Running,16/04/2018 19:18,FALSE,Bristol Running,5.29,512,00:31:01,156,175,4.1,161,176,05:51,04:58,86,89,1.06,0,0,--,--,0,0,0,--,--,--,31:01:00,00:00,0,00:00,No,00:00.0,6,0
Running,12/04/2018 17:15,FALSE,Bristol Running,5.1,451,00:28:37,157,197,4.8,167,236,05:37,04:49,69,92,1.07,0,0,--,--,0,0,0,--,--,--,28:37:00,00:00,0,00:00,No,00:00.0,6,0
Running,10/04/2018 19:28,FALSE,Bristol Running,5.01,503,00:30:11,163,188,4.6,162,175,06:01,04:38,60,57,1.02,0,0,--,--,0,0,0,--,--,--,30:11:00,00:00,0,00:00,No,00:00.0,6,0
Running,24/03/2018 18:34,FALSE,Bristol Running,5.1,494,00:30:58,157,171,4,163,243,06:05,05:15,81,89,1.01,0,0,--,--,0,0,0,--,--,--,30:58:00,00:00,0,00:00,No,00:00.0,6,0
Running,22/03/2018 18:53,FALSE,Bristol Running,5.2,505,00:30:37,161,190,4.5,165,174,05:53,05:05,73,75,1.03,0,0,--,--,0,0,0,--,--,--,30:37:00,00:00,0,00:00,No,00:00.0,6,0
Running,06/03/2018 18:23,FALSE,Bristol Running,5.01,465,00:30:35,151,172,3.7,162,230,06:06,04:43,73,80,1.01,0,0,--,--,0,0,0,--,--,--,30:35:00,00:00,0,00:00,No,00:00.0,6,0
Running,04/03/2018 17:48,FALSE,Bristol Running,1.01,100,06:02.4,163,173,2.4,166,170,05:59,05:09,25,27,1.01,0,0,--,--,0,0,0,--,--,--,06:02.4,00:00,0,00:00,No,00:00.0,2,0
Running,04/03/2018 16:56,FALSE,Bristol Running,5.09,593,00:33:02,170,194,4.9,160,176,06:29,04:55,60,84,0.96,0,0,--,--,0,0,0,--,--,--,33:02:00,00:00,0,00:00,No,00:00.0,6,0
Running,16/02/2018 18:24,FALSE,Haydon Wick Running,4.02,410,00:25:22,157,175,3.5,162,239,06:19,04:29,12,7,0.98,0,0,--,--,0,0,0,--,--,--,25:22:00,00:00,0,00:00,No,00:00.0,5,0
Treadmill Running,22/01/2018 19:13,FALSE,Treadmill Running,3.01,296,00:20:34,145,165,2.8,161,188,06:50,04:25,--,--,0.9,0,0,--,--,0,0,0,--,--,--,20:34,00:00,0,00:00,No,00:00.0,4,0
Running,20/01/2018 16:42,FALSE,Haydon Wick Running,5.11,546,00:28:52,173,197,5,164,174,05:39,04:48,15,14,1.08,0,0,--,--,0,0,0,--,--,--,28:52:00,00:00,0,00:00,No,00:00.0,6,0
Running,17/01/2018 15:53,FALSE,Haydon Wick Running,5.7,509,00:31:39,153,175,3.8,168,234,05:33,04:30,25,19,1.07,0,0,--,--,0,0,0,--,--,--,31:39:00,00:00,0,00:00,No,00:00.0,6,0
Running,16/01/2018 18:47,FALSE,Haydon Wick Running,5.1,452,00:27:55,156,175,4,167,184,05:29,04:48,17,14,1.1,0,0,--,--,0,0,0,--,--,--,27:55:00,00:00,0,00:00,No,00:00.0,6,0
Running,12/01/2018 16:33,FALSE,Haydon Wick Running,0.82,69,04:15.9,155,162,2,173,190,05:11,03:53,--,--,1.12,0,0,--,--,0,0,0,--,--,--,04:15.9,00:00,0,00:00,No,00:00.0,1,0
Running,06/01/2018 13:44,FALSE,Haydon Wick Running,5.11,432,00:27:29,156,170,3.8,167,234,05:23,04:16,13,12,1.11,0,0,--,--,0,0,0,--,--,--,27:29:00,00:00,0,00:00,No,00:00.0,6,0
Running,23/12/2017 03:17,FALSE,Running,0,--,00:00.2,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,00:00.2,00:00,0,00:00,No,00:00.0,1,0
Running,12/12/2017 06:15,FALSE,Running,5.13,449,00:33:35,141,158,2.9,154,171,06:33,04:55,23,18,0.99,0,0,--,--,0,0,0,--,--,--,33:35:00,00:00,0,00:00,No,00:00.0,6,0
Running,04/12/2017 08:44,FALSE,Haydon Wick Running,5.15,469,00:31:15,152,183,3.4,164,240,06:04,04:21,21,25,1,0,0,--,--,0,0,0,--,--,--,31:15:00,00:00,0,00:00,No,00:00.0,6,0
Running,03/12/2017 15:26,FALSE,Haydon Wick Running,5.15,418,00:27:09,159,175,3.4,171,180,05:16,04:24,18,14,1.11,0,0,--,--,0,0,0,--,--,--,27:09:00,00:00,0,00:00,No,00:00.0,6,0
Running,29/11/2017 05:59,FALSE,Bristol Running,1.63,150,00:10:12,149,163,2.2,167,174,06:16,05:37,--,46,0.95,0,0,--,--,0,0,0,--,--,--,10:12,00:00,0,00:00,No,00:00.0,2,0
Running,26/11/2017 11:04,FALSE,Bristol Running,10.11,978,01:01:37,162,188,4.9,162,234,06:05,04:40,144,185,1.01,0,0,--,--,0,0,0,--,--,--,01:01:37,00:00,0,00:00,No,00:00.0,11,0
Running,21/11/2017 18:11,FALSE,Bristol Running,5.16,451,00:30:06,155,174,3.3,164,243,05:50,04:37,95,73,1.05,0,0,--,--,0,0,0,--,--,--,30:06:00,00:00,0,00:00,No,00:00.0,6,0
Running,19/11/2017 13:06,FALSE,Bristol Running,10.29,"1,019",01:05:32,161,181,4.7,161,243,06:22,05:00,139,174,0.98,0,0,--,--,0,0,0,--,--,--,01:05:32,00:00,0,00:00,No,00:00.0,11,0
Running,11/11/2017 13:49,FALSE,Bristol Running,10.2,"1,026",01:09:33,154,176,3.8,154,235,06:49,04:52,139,170,0.95,0,0,--,--,0,0,0,--,--,--,01:09:33,00:00,0,00:00,No,00:00.0,11,0
Running,09/11/2017 17:18,FALSE,Bristol Running,6.03,660,00:41:01,160,182,3.8,160,237,06:48,04:22,108,81,0.92,0,0,--,--,0,0,0,--,--,--,41:01:00,00:00,0,00:00,No,00:00.0,7,0
Running,08/11/2017 06:03,FALSE,Bristol Running,1.7,158,00:10:45,145,162,2.1,165,178,06:19,05:05,--,47,0.96,0,0,--,--,0,0,0,--,--,--,10:45,00:00,0,00:00,No,00:00.0,--,0
Running,07/11/2017 19:01,FALSE,Bristol Running,10.5,"1,043",01:07:14,156,179,4.5,160,226,06:24,04:43,128,161,0.98,0,0,--,--,0,0,0,--,--,--,01:07:14,00:00,0,00:00,No,00:00.0,--,0
Running,04/11/2017 16:50,FALSE,Bristol Running,10.37,"1,051",01:07:19,157,175,4.3,162,217,06:30,04:46,114,141,0.95,0,0,--,--,0,0,0,--,--,--,01:07:19,00:00,0,00:00,No,00:00.0,--,0
Running,03/11/2017 17:12,FALSE,Bristol Running,2.08,202,00:13:49,144,160,2.4,162,180,06:39,05:18,--,45,0.92,0,0,--,--,0,0,0,--,--,--,13:49,00:00,0,00:00,No,00:00.0,--,0
Running,02/11/2017 18:22,FALSE,Bristol Running,5.13,531,00:37:11,145,164,3,157,232,07:15,05:28,48,40,0.88,0,0,--,--,0,0,0,--,--,--,37:11:00,00:00,0,00:00,No,00:00.0,--,0
Running,01/11/2017 05:57,FALSE,Bristol Running,2.01,194,00:13:41,140,153,2.3,165,248,06:47,05:20,--,44,0.89,0,0,--,--,0,0,0,--,--,--,13:41,00:00,0,00:00,No,00:00.0,--,0
Running,31/10/2017 20:14,FALSE,Running,1.08,92,06:34.7,138,141,1.7,172,196,06:05,04:56,--,--,0.96,0,0,--,--,0,0,0,--,--,--,06:34.7,00:00,0,00:00,No,00:00.0,--,0
Running,29/10/2017 12:44,FALSE,Bristol Running,10.15,"1,075",01:03:50,163,182,5,162,243,06:17,04:50,66,96,0.98,0,0,--,--,0,0,0,--,--,--,01:03:50,00:00,0,00:00,No,00:00.0,--,0
Other,27/10/2017 19:00,FALSE,"Aerobics, low impact - MyFitnessPal",0,520,01:00:00,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,01:00:00,00:00,0,00:00,No,00:00.0,--,0
Running,26/10/2017 18:04,FALSE,Bristol Running,5.29,567,00:33:01,158,180,4,159,170,06:14,05:04,46,91,1.01,0,0,--,--,0,0,0,--,--,--,33:01:00,00:00,0,00:00,No,00:00.0,--,0
Running,24/10/2017 18:10,FALSE,Bristol Running,5.18,490,00:33:37,155,171,3.9,157,240,06:30,05:12,45,86,0.98,0,0,--,--,0,0,0,--,--,--,33:37:00,00:00,0,00:00,No,00:00.0,--,0
Running,24/10/2017 18:00,FALSE,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal",0,572,00:33:00,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,33:00:00,00:00,0,00:00,No,00:00.0,--,0
Walking,23/10/2017 22:00,FALSE,"Walking, 4.0 mph, very brisk pace - MyFitnessPal",0,"1,014",01:57:00,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,01:57:00,00:00,0,00:00,No,00:00.0,--,0
Running,22/10/2017 12:09,FALSE,Bristol Running,10.13,"1,020",01:08:36,159,197,5,156,239,06:46,04:54,92,104,0.95,0,0,--,--,0,0,0,--,--,--,01:08:36,00:00,0,00:00,No,00:00.0,--,0
Running,20/10/2017 18:23,FALSE,Bristol Running,6.01,439,00:36:51,135,153,3,156,215,06:08,04:29,70,91,1.04,0,0,--,--,0,0,0,--,--,--,36:51:00,00:00,0,00:00,No,00:00.0,--,0
Running,19/10/2017 19:00,FALSE,Bristol Running,0.71,65,04:29.1,157,174,2,162,172,06:17,04:47,7,--,0.98,0,0,--,--,0,0,0,--,--,--,04:29.1,00:00,0,00:00,No,00:00.0,--,0
Running,18/10/2017 18:21,FALSE,Bristol Running,6.02,399,00:38:25,128,141,2.3,156,169,06:23,05:07,72,90,1,0,0,--,--,0,0,0,--,--,--,38:25:00,00:00,0,00:00,No,00:00.0,--,0
Running,16/10/2017 18:00,FALSE,Bristol Running,4.24,454,00:30:18,159,184,4.1,147,245,07:09,04:23,46,81,0.95,0,0,--,--,0,0,0,--,--,--,30:18:00,00:00,0,00:00,No,00:00.0,--,0
Running,12/10/2017 17:50,FALSE,Bristol Running,6.01,541,00:37:52,153,181,4,154,229,06:18,04:10,76,89,1.03,0,0,--,--,0,0,0,--,--,--,37:52:00,00:00,0,00:00,No,00:00.0,--,0
Running,10/10/2017 18:12,FALSE,Bristol Running,5.02,470,00:33:43,150,190,3.7,153,248,06:43,04:16,56,72,0.97,0,0,--,--,0,0,0,--,--,--,33:43:00,00:00,0,00:00,No,00:00.0,--,0
Running,27/09/2017 06:16,FALSE,Dublin 10 Running,5.01,424,00:30:03,153,185,3.4,162,177,06:00,04:34,21,17,1.02,0,0,--,--,0,0,0,--,--,--,30:03:00,00:00,0,00:00,No,00:00.0,--,0
Running,23/09/2017 18:52,FALSE,Bristol Running,0.21,23,01:44.4,150,165,1.2,158,235,08:15,05:05,23,--,0.77,0,0,--,--,0,0,0,--,--,--,01:44.4,00:00,0,00:00,No,00:00.0,--,0
Running,23/09/2017 17:52,FALSE,Bristol Running,7.1,652,00:46:17,154,176,4,156,230,06:31,04:40,75,71,0.98,0,0,--,--,0,0,0,--,--,--,46:17:00,00:00,0,00:00,No,00:00.0,--,0
Running,22/09/2017 07:16,FALSE,Regent's Park Ward Running,5.1,438,00:31:10,154,178,3.6,168,176,06:06,05:04,21,16,0.97,0,0,--,--,0,0,0,--,--,--,31:10:00,00:00,0,00:00,No,00:00.0,--,0
Running,20/09/2017 18:36,FALSE,Regent's Park Ward Running,5.02,435,00:32:47,148,192,3.4,159,236,06:32,03:44,9,12,0.96,0,0,--,--,0,0,0,--,--,--,32:47:00,00:00,0,00:00,No,00:00.0,--,0
Running,18/09/2017 18:50,FALSE,Bristol Running,2.51,189,00:15:30,139,163,2.3,158,184,06:11,04:28,35,27,1.02,0,0,--,--,0,0,0,--,--,--,15:30,00:00,0,00:00,No,00:00.0,--,0
Running,14/09/2017 20:09,FALSE,Bristol Running,0.22,21,01:38.5,154,165,1.3,163,179,07:32,04:02,30,--,0.81,0,0,--,--,0,0,0,--,--,--,01:38.5,00:00,0,00:00,No,00:00.0,--,0
Running,14/09/2017 19:20,FALSE,Bristol Running,5.4,447,00:35:27,145,179,3.3,155,170,06:34,04:50,56,54,0.98,0,0,--,--,0,0,0,--,--,--,35:27:00,00:00,0,00:00,No,00:00.0,--,0
Running,12/09/2017 18:57,FALSE,Bristol Running,3.66,318,00:25:02,147,176,3.1,151,242,06:50,04:41,50,48,0.96,0,0,--,--,0,0,0,--,--,--,25:02:00,00:00,0,00:00,No,00:00.0,--,0
Running,10/09/2017 12:37,FALSE,Bristol Running,2.53,220,00:16:08,157,171,3,156,222,06:23,04:32,32,31,1,0,0,--,--,0,0,0,--,--,--,16:08,00:00,0,00:00,No,00:00.0,--,0
Running,08/09/2017 20:21,FALSE,Bristol Running,0.21,20,02:06.8,153,168,1.3,142,173,10:10,05:16,28,--,0.69,0,0,--,--,0,0,0,--,--,--,02:06.8,00:00,0,00:00,No,00:00.0,--,0
Running,08/09/2017 19:34,FALSE,Bristol Running,5.11,333,00:33:16,153,189,3.8,153,240,06:30,04:37,57,56,1,0,0,--,--,0,0,0,--,--,--,33:16:00,00:00,0,00:00,No,00:00.0,--,0
Running,06/09/2017 18:55,FALSE,Bristol Running,4.13,294,00:28:01,159,185,3.8,152,245,06:47,05:01,57,53,0.97,0,0,--,--,0,0,0,--,--,--,28:01:00,00:00,0,00:00,No,00:00.0,--,0
Running,04/09/2017 18:36,FALSE,Bristol Running,3.73,261,00:25:00,160,187,3.7,154,242,06:42,04:51,48,47,0.96,0,0,--,--,0,0,0,--,--,--,25:00:00,00:00,0,00:00,No,00:00.0,--,0
Running,31/08/2017 19:42,FALSE,Bristol Running,2.77,197,00:18:27,164,192,3.5,152,240,06:40,05:12,46,27,0.98,0,0,--,--,0,0,0,--,--,--,18:27,00:00,0,00:00,No,00:00.0,--,0
Running,31/08/2017 00:32,FALSE,Bristol Running,0,--,00:09.3,66,66,1,--,--,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,00:09.3,00:00,0,00:00,No,00:00.0,--,0
Running,29/08/2017 11:53,FALSE,Haydon Wick Running,5.06,554,00:36:37,156,181,4.4,152,234,07:14,05:24,14,12,0.9,0,0,--,--,0,0,0,--,--,--,36:37:00,00:00,0,00:00,No,00:00.0,--,0
Other,25/08/2017 20:04,FALSE,Bristol Other,1.14,150,00:19:14,109,149,1.6,124,171,3.6,11.4,43,22,0.48,0,0,--,--,0,0,0,--,--,--,19:14,00:00,0,00:00,No,00:00.0,--,0
Running,25/08/2017 19:45,FALSE,Bristol Running,2.51,254,00:17:53,146,176,3,151,222,07:08,05:07,7,--,0.92,0,0,--,--,0,0,0,--,--,--,17:53,00:00,0,00:00,No,00:00.0,--,0
Running,23/08/2017 19:34,FALSE,Bristol Running,3.87,417,00:28:30,149,169,4,151,237,07:22,05:30,73,46,0.9,0,0,--,--,0,0,0,--,--,--,28:30:00,00:00,0,00:00,No,00:00.0,--,0
Running,21/08/2017 07:33,FALSE,Bristol Running,3.66,240,00:25:56,145,182,3.6,150,177,07:05,05:20,42,41,0.94,0,0,--,--,0,0,0,--,--,--,25:56:00,00:00,0,00:00,No,00:00.0,--,0
Other,18/08/2017 17:58,FALSE,Other,0,55,09:01.9,114,118,1.4,127,137,--,--,--,--,0,0,0,--,--,0,0,0,--,--,--,09:01.9,00:00,0,00:00,No,00:00.0,--,0
Other,17/08/2017 18:32,FALSE,Bristol Other,1.58,190,00:19:53,148,168,3.3,148,232,4.8,14.5,32,--,0.54,0,0,--,--,0,0,0,--,--,--,19:53,00:00,0,00:00,No,00:00.0,--,0
Other,16/08/2017 17:08,FALSE,Bristol Other,1.78,195,00:37:48,111,156,1.9,116,129,2.8,7,38,34,0.41,0,0,--,--,0,0,0,--,--,--,37:48:00,00:00,0,00:00,No,00:00.0,--,0
Running,15/08/2017 20:03,TRUE,Bristol Running,4.03,261,00:25:56,156,186,4.5,150,234,06:26,03:55,51,50,1.04,0,0,--,--,0,0,0,--,--,--,25:56:00,00:00,0,00:00,No,00:00.0,--,0
Running,13/08/2017 17:19,FALSE,Bristol Running,2.5,206,00:21:46,150,172,3.6,137,235,08:42,04:44,29,3,0.83,0,0,--,--,0,0,0,--,--,--,21:46,00:00,0,00:00,No,00:00.0,--,0
Running,12/08/2017 14:11,FALSE,Bristol Running,3.7,290,00:26:57,162,186,4.6,145,235,07:17,05:00,36,37,0.94,0,0,--,--,0,0,0,--,--,--,26:57:00,00:00,0,00:00,No,00:00.0,--,0
Running,11/08/2017 15:53,FALSE,Bristol Running,1.47,177,00:17:27,152,187,3.3,123,248,11:51,05:50,41,21,0.69,0,0,--,--,0,0,0,--,--,--,17:27,00:00,0,00:00,No,00:00.0,--,0
Other,07/07/2017 08:58,FALSE,Bristol Other,0.04,1,00:30.7,97,110,1,116,116,4.6,30.1,--,--,0.75,0,0,--,--,0,0,0,--,--,--,00:30.7,00:00,0,00:00,No,00:00.0,--,0
Other,06/07/2017 17:47,FALSE,Bristol Other,1.99,127,00:24:00,109,123,1.6,121,134,5,10,10,19,0.68,0,0,--,--,0,0,0,--,--,--,24:00:00,00:00,0,00:00,No,00:00.0,--,0
Other,05/07/2017 18:22,FALSE,Bristol Other,3.58,270,00:53:37,110,127,2.1,120,140,4,10.9,8,58,0.56,0,0,--,--,0,0,0,--,--,--,53:37:00,00:00,0,00:00,No,00:00.0,--,0
Other,03/07/2017 15:26,FALSE,Walking ,1.98,173,00:29:49,117,158,2.1,122,172,4,10.8,5,5,0.55,0,0,--,--,0,0,0,--,--,--,29:49:00,00:00,0,00:00,No,00:00.0,--,0
Running,02/07/2017 12:38,FALSE,Haydon Wick Running,5.04,417,00:39:07,159,189,4.8,145,248,07:45,05:33,16,14,0.89,0,0,--,--,0,0,0,--,--,--,39:07:00,00:00,0,00:00,No,00:00.0,--,0
Running,03/06/2017 17:15,FALSE,Running,0.01,--,00:11.4,78,78,1,118,118,15:44,12:24,--,--,0.54,0,0,--,--,0,0,0,--,--,--,00:11.4,00:00,0,00:00,No,00:00.0,--,0
